Skip,跳过,跳过,Skip
HP,生命,生命值,res_fight_hp
Energy,能量,能量,res_fight_energy
H^Focus points|^Spending focus points on moves uses them during the fight.,H^专注点|^将专注点花费在招式上，你能在战斗中使出这些招式。,H^聚焦点|^将聚焦点花费在招式上可在格斗中使用这些招式。,tooltip_focus
"H^Strength|^Increases the damage of all your hits. Also, increases energy consumption during the fight.",H^力量|^增加你所有招式的伤害。不过战斗中的能量消耗也会随着增加。,H^力量|^增加你所有攻击的伤害。另外，也会增加格斗中的能量消耗。,tooltip_str
H^Agility|^Increases your accuracy and chance to avoid enemy attacks.,H^敏捷|^提高你的命中率以及躲避敌人攻击的几率。,H^敏捷|^提高你的命中率和闪避敌人攻击的几率。,tooltip_agl
"H^Stamina|^Increases energy regeneration during the fight. Also, increases your damage absorption.",H^耐力|^提高战斗期间的能量回复速度。同时也会让你变得更耐打。,H^耐力|^提高战斗中的能量回复速度。另外，也能让你承受更多伤害。,tooltip_stm
"H^Money|^That's your money. Spend it on food, new equipment, etc.",H^金钱|^这是你的钱。能用来购买食物或新器材等。,H^金钱|^你拥有的金钱。用金钱来购买食物、新装备等。,tooltip_money
H^Skill points|^Use skill points to learn new moves and to gain perks.,H^技能点|^使用技能点来学习新招式或取得特殊能力。,H^技能点|^使用技能点学习新的招式并获得特殊能力。,tooltip_sp
H^Skill tree|^Click here to open the skill list and purchase new techniques.,H^技能树|^点击此处可以打开技能列表并学习新的技能。,H^技能树|^点击此处可打开技能列表并购买新的技巧。,tooltip_hud_skills
H^City map|^Click to open the city map and to travel to other locations.,H^城市地图|^点击此处可以打开城市地图并移动到其它地点。,H^城市地图|^点击可打开城市地图并前往其他地点。,tooltip_hud_map
H^Calendar|^Here you can see the current day and the list of upcoming fights.,H^日历|^你能在这里查看当前日期和接下来的比赛日程。,H^日历|^你可以在这里查看当前日期和接下来的格斗列表。,tooltip_hud_calendar
"H^Character information|^View your stats, perks, etc.",H^角色信息|^你能在这里查看状态、特殊能力等。,H^角色信息|^查看你的状态、特殊技能等。,tooltip_hud_char
H^Your home|^You can work out in your garage and rest in your room.,H^你的家|^你能在车库里进行锻炼，也能在房间里休息。,H^你的家|^你可以在你的车库中训练，在你的房间里休息。,tooltip_map_home
"H^Fight league|^Here you can find information about your league, your opponents and your upcoming fight.",H^格斗联赛|^你能在这里找到联赛、对手和下场比赛的信息。,H^格斗联赛|^你可以在这里找到有关联赛、对手和接下来格斗的信息。,tooltip_hud_leagues
"H^Story|^Here you can see the current storyline progression, current goals, etc.",H^故事|^你能在这里查看故事进度、当前目标等。,H^故事|^你可以在这里查看当前的故事情节进度、当前目标等。,tooltip_hud_goals
H^Work|^Spend time and health to earn some money.,H^工地|^能在这里花点时间和健康来赚钱。,H^工作|^花费时间和生命值来赚钱。,tooltip_work_jhammer
"H^Sporting goods store|^ 
Buy new sports equipment here to upgrade your garage.",H^体育器材店|^能在这里购买新的体育器材来升级你的车库。,"H^体育用品商店|^ 
在这里购买新的体育器材来升级你的车库。",tooltip_equipement_shop
H^Gym|^Train hard for a reasonable price.,H^健身房|^你能在这里用合理的价钱进行刻苦的训练。,H^健身房|^以合理的价格进行刻苦训练。,tooltip_map_gym
H^Bar|^You can meet all kinds of people here.,H^酒吧|^在这里你能认识到各种人。,H^酒吧|^你可以在这里遇到各种人。,tooltip_map_bar
H^Grocery store|^Buy some food and energy drinks here.,H^杂货店|^在这里能买到食物和能量饮料。,H^杂货店|^在这里购买食物和能量饮料。,tooltip_map_shop
H^Cafe|^Some job offers can be found here...,H^咖啡馆|^在这里能找到工作……,H^咖啡馆|^可以在这里找到一些工作机会...,tooltip_map_cafe
H^Mick's office|^Mick lives and works here.,H^米克的办公室|^米克生活与工作的地方。,H^米克的办公室|^米克在这里居住和工作。,tooltip_map_museum
H^Chinatown|^,H^唐人街|^,H^唐人街|^,tooltip_map_china
H^Sewers|^,H^下水道|^,H^下水道|^,tooltip_map_sewers
H^Roy's house|^,H^罗伊的家|^,H^罗伊的家|^,tooltip_map_red
H^Health %1%|^Affects your in-fight HP.,H^健康%1%|^会影响你战斗时的生命值。,H^健康 %1%|^影响你在格斗中的生命值。,tooltip_sm_hp
H^Mood %1%|^Affects the efficiency of all training activities.,H^情绪%1%|^会影响所有训练活动的效率。,H^情绪 %1%|^影响所有训练活动的效率。,tooltip_sm_mood
Energy %1%,能量%1%,能量 %1%,tooltip_sm_energy
Food %1%,食物%1%,饱食 %1%,tooltip_sm_hunger
H^Energy consumption|^Displays the amount of energy that will be spent on different moves.,H^能量消耗|^显示不同招式所消耗的总能量。,H^能量消耗|^显示将花费在不同招式上的能量总量。,tooltip_mb_en
H^Base damage|^This damage is not based on your strength.,H^基础伤害|^该参数不依赖于你的力量。,H^基础伤害|^基础伤害不依赖于你的力量。,tooltip_mb_dmg
"H^Strength-dependent damage|^The more strength you've got, the more harm is dealt by this kind of damage.",H^力量依赖型伤害|^你的力量越高，造成的伤害就越高。,H^力量依赖型伤害|^你得到的力量越多，这类攻击造成的伤害越大。,tooltip_mb_dmg_str
"H^Base accuracy|^The lower this value, the more often you will miss. This doesn't depend on your agility.",H^基础命中率|^该数值越低，要击中对手就越难。该参数不依赖于你的敏捷。,H^基础命中率|^值越低，你未击中对手的几率越大。基础准确性不依赖于你的敏捷。,tooltip_mb_accur
"H^Agility-dependent accuracy|^When this value is high, your accuracy strongly depends on your agility.",H^敏捷依赖型命中率|^该数值越高，你的命中率就越依赖敏捷。,H^敏捷依赖型命中率|^值较高时，你的命中率将很大程度上取决于你的敏捷。,tooltip_mb_accur_agl
H^Blocking|^Chance to block enemy hits.,H^格挡|^格挡敌人攻击的几率。,H^格挡|^抵挡敌人攻击的几率。,tooltip_mb_block
H^Dodge|^Chance to dodge enemy hits.,H^闪避|^闪避敌人攻击的几率。,H^闪避|^避开敌人攻击的几率。,tooltip_mb_dodge
